Price,Mileage,Cylinders,Car_Age,Mileage_per_Year,Repair Cost,Brand_Encoded,Fuel Type_diesel,Fuel Type_electric,Fuel Type_gas,Fuel Type_hybrid,Fuel Type_other,Transmission_automatic,Transmission_manual,Body Type_bus,Body Type_convertible,Body Type_coupe,Body Type_hatchback,Body Type_minivan,Body Type_offroad,Body Type_other,Body Type_pickup,Body Type_sedan,Body Type_suv,Body Type_truck,Body Type_van,Body Type_wagon,Condition_excellent,Condition_fair,Condition_good,Condition_new,Condition_salvage,Title Status_clean,Title Status_lien,Title Status_missing,Title Status_parts only,Title Status_rebuilt,Title Status_salvage
1.199011173916243,-1.0639369799128275,0.20935954603106635,-0.8993663999232918,8471.5,338.86,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-1.3557139334118373,-0.7105776785129903,0.20935954603106635,-0.08520966805624329,5210.882352941177,4429.25,-1.7617360722553292,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.5041388976358105,-0.5167758995537272,-1.0275251801645275,-0.6279808226342756,9090.90909090909,500.0,-1.683661790432741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.8958634140927828,0.14535895628606765,0.20935954603106635,0.2766377683291116,6619.047619047619,695.0,-2.460762811848352,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.6710346517351065,-1.246822022659142,0.20935954603106635,0.18617590923277286,2850.0,285.0,0.7916980788182346,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
-0.18054038404092035,1.0112276139227225,1.4462442722266602,1.09079450019616,6333.333333333333,5700.0,0.7916980788182346,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.8447689119462213,-0.42679347042678073,-1.0275251801645275,-0.5375189635379369,8775.0,526.5,-1.9369963606774718,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.7596114083686185,0.05337314477478539,0.20935954603106635,-0.175671527152582,8348.875,667.91,0.8404155418411721,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2.05058620969227,-1.1279773049443071,0.20935954603106635,0.18617590923277286,3200.0,320.0,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.3352631796404073,-1.0770438544950922,0.20935954603106635,-0.9898282590196305,9571.42857142857,335.0,-0.8852693427994621,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.1138536703386404,0.4462058702727642,1.4462442722266602,-0.5375189635379369,13060.0,4701.599999999999,0.2725828940983038,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.16008963026949036,-1.0579947440270856,-1.0275251801645275,-0.9898282590196305,9731.714285714286,340.61,-1.683661790432741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-0.6914854055065364,0.42522128868768766,1.4462442722266602,-0.35659524534525944,11106.0,4664.5199999999995,1.6080495125702627,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.199011173916243,1.7242959202117323,1.4462442722266602,-0.35659524534525944,16571.428571428572,6960.0,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
