Price,Year,Mileage,Cylinders,Brand_Encoded,Model_Encoded,Fuel Type_diesel,Fuel Type_electric,Fuel Type_gas,Fuel Type_hybrid,Fuel Type_other,Transmission_automatic,Transmission_manual,Body Type_bus,Body Type_convertible,Body Type_coupe,Body Type_hatchback,Body Type_minivan,Body Type_offroad,Body Type_other,Body Type_pickup,Body Type_sedan,Body Type_suv,Body Type_truck,Body Type_van,Body Type_wagon,Condition_excellent,Condition_fair,Condition_good,Condition_new,Condition_salvage,Title Status_clean,Title Status_lien,Title Status_missing,Title Status_parts only,Title Status_rebuilt,Title Status_salvage
1.186706134890095,0.8957411464029289,-1.03314240431469,0.18733961506213742,0.12099168838323676,0.5369348720072938,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-1.360515257731261,0.12225832154909722,-0.6728264537139357,0.18733961506213742,-1.0445124107644184,-2.509635445871306,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.511441460190809,0.6379135381183184,-0.4752092636833005,-1.053488610803049,-1.0334022319490774,-0.6721165710401075,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.6791689374635572,1.0676262185926693,-1.912110426411528,-1.053488610803049,3.437879022659853,2.3654611103591026,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.902015407059417,-0.22151182283038354,0.19996116217695098,0.18733961506213742,-1.5503981287008382,-1.568526336637899,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.6602803804150147,-0.13556928673551336,-1.2196279383497317,0.18733961506213742,0.6107255215843321,-0.3549735914451781,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
-0.18879341712543726,-0.9949946476842153,1.0828763344557415,1.4281678409273237,0.6107255215843321,-0.3549735914451781,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.8510709792069898,0.5519710020234482,-0.3834553340151125,-1.053488610803049,-1.188646987475155,-1.0072774788224834,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.7661635994529447,0.2082008576439674,0.10616440916898065,0.18733961506213742,0.5113826437369886,-0.08779880490785685,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-0.30766374878110053,0.3800859298337078,0.390393846393945,1.4281678409273237,0.30725685303965977,0.35869898870991584,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2.035779932430547,-0.13556928673551336,-1.0984435029389172,0.18733961506213742,0.12099168838323676,0.5369348720072938,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.3225579424965672,0.9816836824977991,-1.0465073163342826,0.18733961506213742,-0.5690505435043105,-0.322306211995773,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.25671932092867344,0.03631578545422703,-0.9793192029300868,1.4281678409273237,-0.48946034680231165,-0.8834810006646159,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.1017987551360497,0.5519710020234482,0.5067309043883268,1.4281678409273237,0.09563020074718459,-0.33900928551636966,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.15083610189074353,0.9816836824977991,-1.027083182544149,-1.053488610803049,-1.0334022319490774,-0.6721165710401075,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-0.6982376956497085,0.3800859298337078,0.48533319550721726,1.4281678409273237,0.9582140257197223,2.607869226414758,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.186706134890095,0.3800859298337078,1.8099829469206277,1.4281678409273237,0.12099168838323676,0.5369348720072938,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-1.2756078779772158,0.6379135381183184,0.37308178419240007,-1.053488610803049,-1.0334022319490774,-0.6721165710401075,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2.6980574945120996,1.32545382687728,-1.9484657570347725,0.18733961506213742,5.943177061896318,4.419196538052852,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.8171080273053717,-1.2528222559688258,1.758046760315993,1.4281678409273237,0.12099168838323676,0.5369348720072938,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.25671932092867344,-3.4873281944354506,-2.0332948618223425,-1.053488610803049,-0.8876746232093577,-2.120368412838599,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.8171080273053717,-0.13556928673551336,0.4321159162996682,0.18733961506213742,0.12099168838323676,0.5369348720072938,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.2568891356881815,0.466028465928578,-0.9080108187219234,0.18733961506213742,-1.2758643156097513,-0.7740606705006048,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2.332955761569705,0.7238560742131885,1.4118055162850947,1.4281678409273237,8.14020600646111,5.550434412979246,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.7237099095759221,0.3800859298337078,0.1574946735965613,-1.053488610803049,0.12099168838323676,0.5369348720072938,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.4414282741522306,-0.3933968950201239,-1.7043656799929892,1.4281678409273237,0.20139718776781257,-0.495547212270215,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-0.018978657617346868,0.6379135381183184,-0.13738168188235314,0.18733961506213742,0.8532911446309382,0.7303143034734788,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
