Price,Mileage,Cylinders,Car_Age,Mileage_per_Year,Brand_Encoded,Condition_Risk,Title_Risk,Body_Risk,Fuel_Risk,Transmission_Risk,Price_Risk,Mileage_Risk,Age_Risk,Total_Risk,Risk_Category,Fuel Type_diesel,Fuel Type_electric,Fuel Type_gas,Fuel Type_hybrid,Fuel Type_other,Transmission_automatic,Transmission_manual,Body Type_bus,Body Type_convertible,Body Type_coupe,Body Type_hatchback,Body Type_minivan,Body Type_offroad,Body Type_other,Body Type_pickup,Body Type_sedan,Body Type_suv,Body Type_truck,Body Type_van,Body Type_wagon,Condition_excellent,Condition_fair,Condition_good,Condition_like new,Condition_new,Condition_salvage,Title Status_clean,Title Status_lien,Title Status_missing,Title Status_parts only,Title Status_rebuilt,Title Status_salvage
4995.0,-0.2060969796506617,-1.1477798225000746,-0.6179230439942861,10454.545454545454,0.2986127853433272,3,2.0,,1.0,1,2,1,0,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3150.0,-0.6894209810405388,-1.1477798225000746,-0.023411806453957296,4796.5,0.4980530009985823,2,0.0,0.0,1.0,1,2,0,1,7.0,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26999.0,-1.0323495026979344,1.463080635392176,0.1464485471289938,3300.0,2.99146877771946,2,0.0,,1.0,1,0,0,2,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
5500.0,-0.15551009048450215,1.463080635392176,0.1464485471289938,5900.0,0.6917756234193804,3,0.0,0.0,1.0,1,2,1,2,10.0,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
20900.0,-1.4033200232497711,-1.1477798225000746,-1.1275041047431393,8800.0,2.171990436654379,2,0.0,0.0,1.0,1,0,0,0,4.0,Low,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
4999.0,-0.8637265388107359,0.15765040644605063,0.7409597846693227,2814.814814814815,-0.7688036012853222,2,0.0,,1.0,1,2,0,2,,,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
6500.0,-0.5602052038137786,-1.1477798225000746,-0.5329928672028106,7833.333333333333,-1.0935690106912732,2,0.0,,1.0,1,1,0,0,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15500.0,-0.1588825497622461,-1.1477798225000746,-0.7028532207857617,11780.0,0.3045301097317832,2,0.0,2.0,1.0,1,0,1,0,7.0,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2500.0,1.5138572519987632,1.463080635392176,0.8258899614607982,7750.0,0.05921937040830597,3,0.0,2.0,1.0,1,2,2,2,13.0,High,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
6900.0,-0.4927560182588992,0.15765040644605063,0.486169254294896,4083.3333333333335,0.3045301097317832,1,0.0,2.0,1.0,2,1,0,2,9.0,Medium,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
8300.0,-0.2398215724281014,0.15765040644605063,-0.8727135743687128,14125.0,-0.07444571816567239,2,0.0,,1.0,1,1,1,0,,,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2399.0,0.42414821017413146,0.15765040644605063,-0.27820233682838397,10158.4,-0.7935626783790449,3,0.0,,1.0,1,2,2,1,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14500.0,-0.8805888351994557,-1.1477798225000746,-0.9576437511601883,10714.285714285714,0.3045301097317832,2,0.0,,1.0,1,0,0,0,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
4950.0,-0.3072707579829808,-1.1477798225000746,-0.7877833975772373,12111.111111111111,-0.37147561205250856,3,0.0,0.0,1.0,1,2,1,0,8.0,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1800.0,1.2777851025566853,-1.1477798225000746,0.3163089007119449,9227.272727272728,-0.12119196770450724,3,0.0,0.0,1.0,1,2,2,2,11.0,High,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
