Brand,Model,Price,Year,Mileage,Transmission,Body Type,Condition,Cylinders,Fuel Type,VIN,Title Status,Link
Dodge,SUPER BEE,49500,2014,120064,automatic,pickup,good,Unknown,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2014-dodge-ram-promaster-2500/7836351771.html
Ford,F250 extended cab,3400,2005,178760,automatic,Unknown,excellent,Unknown,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/canby-2005-ford-freestyle-sel-awd/7836350450.html
Toyota,prius,6900,2007,143000,automatic,minivan,good,Unknown,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/clackamas-2007-toyota-sienna-limited/7836345325.html
Chevrolet,silverado 1500,38000,2019,84000,automatic,pickup,like new,8,gas,3GCUYDED2KG261223,clean,https://portland.craigslist.org/mlt/cto/d/gresham-2019-chevrolet-silverado-1500-lt/7836343586.html
Bmw,x5 3.0i,8900,2008,142000,automatic,wagon,like new,6,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/la-center-2008-bmw-328xi-wagon/7836343310.html
Hyundai,elantra gls,6850,2006,38523,automatic,sedan,like new,4,gas,KMHDN46D16U370827,clean,https://portland.craigslist.org/clc/cto/d/clackamas-2006-hyundai-elantra-gls/7836342937.html
Subaru,forester xt,3100,2013,213000,automatic,SUV,Unknown,Unknown,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/canby-2013-subaru-outback-premium-25/7836342534.html
Kia,sportage lx,10500,2018,28500,automatic,SUV,excellent,4,gas,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/portland-2018-kia-sportage-lx/7836341348.html
Hyundai,elantra gls,5900,2013,110200,automatic,sedan,excellent,4,gas,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/portland-2013-hyundai-sonata-gls/7836341243.html
Subaru,forester xt,7900,2014,74800,automatic,hatchback,good,4,gas,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/portland-2014-subaru-impreza-limited/7836341147.html
Nissan,rogue,12500,2019,90900,automatic,SUV,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2019-nissan-pathfinder-sv/7836340738.html
Freightliner,Cascadia 125,45000,2015,380200,manual,truck,good,Unknown,diesel,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/portland-2015-freightliner-cascadia-for/7836340124.html
Ford,F250 extended cab,25000,1970,100000,automatic,Unknown,good,8,gas,0A48M177663,clean,https://portland.craigslist.org/wsc/cto/d/sherwood-1970-ford-ranchero-gt/7836339159.html
Honda,Civic,14999,2020,49200,automatic,SUV,excellent,4,gas,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/portland-2020-honda-hr-sport-awd/7836335143.html
Ford,F250 extended cab,22000,1972,100000,automatic,Unknown,good,8,gas,2A48H274992,clean,https://portland.craigslist.org/wsc/cto/d/sherwood-1972-ford-ranchero-gt/7836333483.html
Nissan,rogue,700,2003,212000,automatic,SUV,Unknown,Unknown,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/cornelius-03-nissan-pathfinder/7836332787.html
Chevrolet,silverado 1500,15000,1980,100000,automatic,coupe,good,8,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/randle-beautiful-1980-camaro/7836331240.html
Ford,F250 extended cab,12000,2006,84000,automatic,pickup,good,8,gas,1FTPW14V86KC67330,clean,https://portland.craigslist.org/clc/cto/d/clackamas-2006-ford-150-supercrew-xlt/7836330466.html
Chevy,silverado 1500,7800,1990,210000,manual,truck,good,8,diesel,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/forest-grove-1990-chevrolet-k3500/7836329601.html
Toyota,prius,11500,2004,204090,manual,pickup,good,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-toyota-tacoma-27l-4x4/7836329216.html
Acura,mdx touring,1500,2003,,automatic,sedan,good,4,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/hillsboro-mechanics-special/7836328542.html
Volkswagen,jetta,6900,2010,89000,automatic,sedan,excellent,5,gas,3VWRZ7AJ8AM112621,clean,https://portland.craigslist.org/mlt/cto/d/portland-2010-vw-jetta-25l-leather/7836328331.html
Vw,PASSAT TDI,3000,1996,250000,manual,Unknown,good,Unknown,diesel,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-vw-tdi/7836324839.html
Model,A,38500,1930,1000,manual,coupe,excellent,8,gas,691389,clean,https://portland.craigslist.org/mlt/cto/d/portland-30a/7836324307.html
Lexus,is 250,16500,2014,113000,automatic,sedan,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/lake-oswego-lexus-is250-awd-clean-title/7836323843.html
Ford,F250 extended cab,32,1999,147000,automatic,van,good,8,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-1999-ford-150-handicap-cargo/7836322403.html
Ford,F250 extended cab,15000,2013,121561,automatic,pickup,excellent,8,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/vernonia-2013-ford-f150-xlt-4x4-50-v8/7836322218.html
Honda,Civic,150,1991,50000,automatic,Unknown,good,Unknown,gas,Unknown,salvage,https://portland.craigslist.org/wsc/cto/d/brush-prairie-honda-crx-doors/7836320462.html
Chevy,silverado 1500,17995,1993,47000,manual,coupe,like new,8,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/west-linn-chevy-corvette-th-anniversary/7836317244.html
Ford,F250 extended cab,1200,1998,183000,automatic,Unknown,Unknown,Unknown,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/portland-1998-ford-contour-se-clean/7836316478.html
Honda,Civic,1000,1997,197500,automatic,coupe,fair,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-1997-honda-civic/7836315564.html
Ford,F250 extended cab,7900,1966,105000,automatic,coupe,good,8,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/columbia-city-1966-mustang-coupe/7836312026.html
Nissan,rogue,19700,2007,23700,automatic,convertible,Unknown,Unknown,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/portland-2007-nissan-350z-touring/7836311084.html
Jeep,Gladiator Sport,7700,2000,202000,automatic,SUV,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/portland-2000-jeep-wrangler-sport-40/7836310303.html
Mitsubishi,Fuso fe hd,45000,2004,97599,automatic,truck,excellent,4,diesel,Unknown,clean,https://portland.craigslist.org/grg/cto/d/dallesport-2004-mitsubishi-fuso-custom/7836308569.html
Ford,F250 extended cab,24500,1934,10000,automatic,pickup,like new,8,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/seaview-1934-ford-hot-rod/7836305140.html
Chevy,silverado 1500,8000,1980,96000,automatic,coupe,good,8,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/kennewick-1980-chevy-corvette/7836301513.html
Toyota,prius,5400,2014,146600,automatic,hatchback,salvage,4,hybrid,Unknown,rebuilt,https://portland.craigslist.org/clc/cto/d/gladstone-toyota-prius-2014/7836301200.html
Toyota,prius,3950,2006,190000,automatic,sedan,Unknown,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/lake-oswego-toyota-camry-le-4dr-sedan/7836299236.html
Honda,Civic,3300,2004,185200,automatic,minivan,Unknown,Unknown,gas,Unknown,clean,https://portland.craigslist.org/nco/cto/d/netarts-04-honda-odyssey/7836289835.html
Volkswagen,jetta,1500,1972,200000,manual,sedan,fair,4,gas,Unknown,missing,https://portland.craigslist.org/mlt/cto/d/portland-1972-volkswagen-beetle/7836284145.html
Chevy,silverado 1500,27000,1951,100000,automatic,coupe,excellent,8,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-1951-chevy-custom-coupe/7836279704.html
4700,international diesel,18000,2001,248000,automatic,truck,good,8,diesel,Unknown,clean,https://portland.craigslist.org/clc/cto/d/clackamas-door-international-payhauler/7836276318.html
Chrysler,200 limited,3000,2012,139000,automatic,sedan,good,6,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2012-chrysler-low-miles-139k/7836270442.html
Audi,s4 s4 quattro prestige,4500,2014,119700,automatic,SUV,good,6,gas,WA1CGAFE8ED016183,clean,https://portland.craigslist.org/wsc/cto/d/sherwood-2014-audi-q7-ll-30t-class-awd/7836264811.html
Gmc,sierra 3500hd duramax truck,2500,1991,114000,automatic,truck,excellent,8,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/rainier-1991-gmc-box-truck/7836262684.html
Audi,s4 s4 quattro prestige,12300,2003,113000,manual,coupe,like new,4,gas,TRUWT28N631004085,clean,https://portland.craigslist.org/mlt/cto/d/portland-2003-audi-tt-coupe-6sp-manual/7836260266.html
Bentley,Flying Spur,25995,2006,45000,automatic,sedan,excellent,12,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/portland-2006-bentley-continental/7836255563.html
Toyota,prius,15200,2015,153000,automatic,SUV,excellent,Unknown,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/portland-2015-toyota-highlander-le/7836254600.html
Vw,PASSAT TDI,1100,2001,202000,manual,Unknown,fair,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2001-vw-beetle-gls-sport/7836251858.html
Honda,Civic,5800,2003,107987,automatic,Unknown,good,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/vancouver-2003-honda-rv-awd-clean-and/7836248341.html
Tesla,Model 3,37000,2025,6500,automatic,sedan,like new,Unknown,electric,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/beaverton-2025-tesla-model-long-range/7836246046.html
Gmc,sierra 3500hd duramax truck,11800,2012,143000,automatic,SUV,excellent,8,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/camas-2012-gmc-yukon-xl-denali/7836245632.html
Dodge,SUPER BEE,4800,2011,122000,automatic,minivan,good,6,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/camas-2012-dodge-grand-caravan-low-miles/7836245591.html
Ford,F250 extended cab,8500,2004,97000,automatic,Unknown,Unknown,Unknown,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/camas-2004-ford-thunderbird/7836245536.html
Ford,F250 extended cab,12500,2001,119000,automatic,Unknown,good,10,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/camas-2001-ford-excursion-limited-4x4/7836245500.html
Ford,F250 extended cab,2850,2002,153000,automatic,minivan,excellent,6,gas,2FMDA56452BB85925,clean,https://portland.craigslist.org/mlt/cto/d/portland-02-ford-windstar-sel-v6-153k/7836243413.html
Toyota,prius,3750,1999,86835,automatic,sedan,good,4,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/beaverton-1999-toyota-corolla/7836242863.html
Audi,s4 s4 quattro prestige,1800,2013,153000,automatic,SUV,Unknown,6,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2013-audi-q5-awd-line-back-up/7836242082.html
Kia,sportage lx,5500,2013,137000,automatic,Unknown,excellent,4,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/portland-2013-kia-soul-excellent/7836241655.html
Mercedes-Benz,c-class,43299,2023,34333,automatic,SUV,excellent,Unknown,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/camas-2023-mercedes-glc-300/7836238597.html
Ford,F250 extended cab,11700,2015,80000,automatic,SUV,like new,4,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/portland-2015-ford-escape-titanium-4wd/7836238035.html
Ford,F250 extended cab,30500,1999,44871,manual,pickup,like new,8,diesel,Unknown,clean,https://portland.craigslist.org/clc/cto/d/portland-1999-ford-f250-super-duty-73l/7836237454.html
Mazda,cx-5,21500,2022,76455,automatic,SUV,excellent,4,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/vader-2022-mazda-cx-select/7836236357.html
Volkswagen,jetta,3500,2014,113000,automatic,sedan,Unknown,4,diesel,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2014-volkswagen-passat-diesel/7836235171.html
Subaru,forester xt,6499,2007,148129,automatic,SUV,good,4,gas,JF1SG63627H712499,clean,https://portland.craigslist.org/wsc/cto/d/hillsboro-07-forester-all-wheel-drive/7836233592.html
Toyota,prius,12950,2010,254000,automatic,pickup,good,8,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2010-toyota-tundra-double-cab/7836233064.html
Dodge,SUPER BEE,8900,2003,199700,automatic,pickup,fair,6,diesel,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/forest-grove-2003-dodge-ram-diesel-3500/7836232831.html
Ford,F250 extended cab,6300,2006,170000,manual,truck,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/portland-2006-ford-ranger-40-4wd-speed/7836232267.html
Lexus,is 250,4800,1992,57000,automatic,Unknown,excellent,8,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/west-linn-one-owner-lexus-sc400/7836230831.html
Ford,F250 extended cab,30000,2012,107000,automatic,pickup,good,8,diesel,1FT8W3BT3CED09527,clean,https://portland.craigslist.org/clc/cto/d/oregon-city-2012-ford-350-super-duty/7836226479.html
Mazda,cx-5,3500,2000,200000,manual,truck,good,6,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2000-mazda-b3000-truck/7836224694.html
Chrysler,200 limited,2500,2005,131000,manual,hatchback,excellent,4,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/hillsboro-pt-cruiser-2005/7836223147.html
Toyota,prius,8995,2011,96432,automatic,hatchback,Unknown,4,hybrid,JTDKN3DU4B1464818,clean,https://portland.craigslist.org/mlt/cto/d/portland-2011-toyota-prius-hybrid-clean/7836221826.html
Saab,Unknown,3500,2005,167000,manual,wagon,Unknown,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2005-saab-2x-wagon-awd-manual/7836219508.html
Chevrolet,silverado 1500,4750,2013,115600,automatic,sedan,good,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/gresham-2013-chevrolet-cruze-lt-sedan/7836219388.html
Toyota,prius,16800,2019,86000,automatic,Unknown,excellent,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/gresham-2019-toyota-camry/7836219350.html
Chrysler,200 limited,7500,2015,129000,automatic,sedan,like new,4,gas,1C3CCCAB7FN669193,clean,https://portland.craigslist.org/mlt/cto/d/troutdale-clean-title-2015-chrysler-200/7836216774.html
Mazda,cx-5,3200,2000,137000,automatic,truck,fair,6,gas,4F4ZR17X3YTM13134,salvage,https://portland.craigslist.org/mlt/cto/d/portland-2000-mazda-b4000-ext-cab/7836215755.html
Nissan,rogue,3000,1997,94800,automatic,minivan,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/hillsboro-1997-nissan-van-mini-van/7836214879.html
Toyota,prius,2000,2007,225775,automatic,hatchback,salvage,4,hybrid,JTDKB20U277089623,rebuilt,https://portland.craigslist.org/mlt/cto/d/gresham-2007-toyota-prius/7836213062.html
Toyota,prius,3800,2010,229000,automatic,hatchback,Unknown,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2010-toyota-prius-hybrid-gas/7836212481.html
Cadillac,dts,8900,2006,124000,automatic,SUV,good,8,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/happy-valley-2006-cadillac-escalade-awd/7836211835.html
Lexus,is 250,31998,2021,19250,automatic,SUV,like new,4,hybrid,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/battle-ground-2021-lexus-nx-300h-awd/7836211020.html
Toyota,prius,41998,2024,26350,automatic,SUV,excellent,4,other,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/battle-ground-2024-toyota-grand/7836210694.html
Honda,Civic,7000,2005,170000,automatic,SUV,Unknown,Unknown,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/happy-valley-awd-honda-element-2005/7836210658.html
