Price,Year,Mileage,Cylinders,Brand_Encoded,Model_Encoded,Fuel Type_diesel,Fuel Type_electric,Fuel Type_gas,Fuel Type_hybrid,Fuel Type_other,Transmission_automatic,Transmission_manual,Body Type_bus,Body Type_convertible,Body Type_coupe,Body Type_hatchback,Body Type_minivan,Body Type_offroad,Body Type_other,Body Type_pickup,Body Type_sedan,Body Type_suv,Body Type_truck,Body Type_van,Body Type_wagon,Condition_excellent,Condition_fair,Condition_good,Condition_new,Condition_salvage,Title Status_clean,Title Status_lien,Title Status_missing,Title Status_parts only,Title Status_rebuilt,Title Status_salvage
1.2578279977735594,0.9092171216793508,-1.0471671332062797,0.22861637323030737,0.17296415980028687,0.6208486814680083,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-1.3647887101259257,0.07999302518187228,-0.6803378748197191,0.22861637323030737,-0.6253019673076576,-2.4293327455995586,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.49058314082609744,0.6328090895135247,-0.47914842666315394,-1.0413727782614992,-0.9912476134988936,-0.5896358539817907,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.7648672279674598,1.093489143123235,-1.9420239585943764,-1.0413727782614992,3.532572765213509,2.451542277606647,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8927177027040185,-0.2885510177058959,0.20822682328043252,0.22861637323030737,-1.2861431203413116,-1.4871081368379675,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.7158205448076658,-0.1964150069839539,-1.23702370224198,0.22861637323030737,0.32522505744006447,-0.2721169638355405,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
-0.15838502449216266,-1.1177751142033745,1.1071021501297378,1.498605524722114,0.32522505744006447,-0.2721169638355405,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.8402653685460287,0.5406730787915826,-0.3857358926964614,-1.0413727782614992,-1.3105413749811416,-0.8265652975440897,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.752844811616046,0.17212903590381434,0.11273453855750042,0.22861637323030737,0.9245413898473119,0.2757102144301238,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-0.2807738041941386,0.35640105734769845,0.4021018937773415,1.498605524722114,0.48912083287040253,0.44240153462873805,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
