Price,Year,Mileage,Cylinders,Brand_Encoded,Model_Encoded,Fuel Type_diesel,Fuel Type_gas,Transmission_automatic,Transmission_manual,Body Type_convertible,Body Type_coupe,Body Type_minivan,Body Type_other,Body Type_pickup,Body Type_sedan,Body Type_suv,Body Type_truck,Body Type_van,Condition_excellent,Condition_fair,Condition_good,Title Status_clean,Title Status_rebuilt,Title Status_salvage
0.9041406152082209,0.24332936207337652,2.2979733525191572,1.4468585801432003,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2.9724381884193156,-2.6766229828072197,-1.5709117721102797,0.1764461683101463,0.1493881436940922,0.1493881436940922,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-1.2769731892689333,0.5009722160334291,0.7541393845179876,-1.0939662435229076,-0.5779393164072086,-0.5779393164072086,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
2.242893226232129,1.1880198265935695,-1.7401754963128175,0.1764461683101463,2.960602145314103,2.960602145314103,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
-0.8708347567111183,-1.3884087130069567,2.2421721247600788,1.4468585801432003,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
-0.3744433391404557,-3.6213134473274127,-1.8313175016526457,-1.0939662435229076,-0.49426238404586303,-0.49426238404586303,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.8708347567111183,-0.27195634584672873,0.8175667800708067,0.1764461683101463,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
-0.3745937607821438,0.32921031339339407,-0.6222909002059467,0.1764461683101463,-0.4944609394785849,-0.4944609394785849,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1.919486696602758,0.5868531673534467,1.870163939699556,1.4468585801432003,2.533707964962153,2.533707964962153,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
-0.7881028537826745,0.24332936207337652,0.5225084880900531,-1.0939662435229076,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1.1297730777403403,-0.5295991998067814,-1.477909725845149,1.4468585801432003,1.4912919431725082,1.4912919431725082,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
-0.16385304077714427,0.5009722160334291,0.20568771728325885,0.1764461683101463,-0.7196228001851481,-0.7196228001851481,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.22417211909406418,0.5868531673534467,-0.33398455678404154,-1.0939662435229076,-0.4948580503440285,-0.4948580503440285,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.07360005576429651,0.5009722160334291,-0.678092127965025,-1.0939662435229076,-0.7920955331286187,-0.7920955331286187,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.8257082642046945,0.32921031339339407,-0.022390500977347648,-1.0939662435229076,-0.7920955331286187,-0.7920955331286187,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.16385304077714427,0.32921031339339407,-0.17588107813331935,0.1764461683101463,-0.11204317605632655,-0.11204317605632655,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
-0.26914818995879997,0.6727341186734642,-0.1572806688802932,-1.0939662435229076,-0.11204317605632655,-0.11204317605632655,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
-0.3744433391404557,-0.9590039564068691,-1.32910645182094,0.1764461683101463,-0.9906509658504559,-0.9906509658504559,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
-0.26914818995879997,0.5868531673534467,0.5867357012407524,0.1764461683101463,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
-0.1488108766083363,-0.0143134918866761,1.628358619410216,1.4468585801432003,-0.19642923496310732,-0.19642923496310732,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
-0.03599464534227662,-2.1613372748871145,-0.8497553049612033,-1.0939662435229076,0.8608784442806754,0.8608784442806754,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.07682158592378308,0.15744841075335897,1.9073647582056081,1.4468585801432003,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
0.7838033018577572,0.6727341186734642,0.4565328364695694,0.1764461683101463,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0.828929794364181,-4.7377658144876404,-1.5523113628572536,0.1764461683101463,-0.11204317605632655,-0.11204317605632655,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.5098228166597273,0.15744841075335897,0.04360375105238909,-1.0939662435229076,-0.6729622734955164,-0.6729622734955164,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.991172070061582,-0.27195634584672873,0.21472751618022956,-1.0939662435229076,0.1493881436940922,0.1493881436940922,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.07360005576429651,0.7586150699934817,-0.38048557991660686,-1.0939662435229076,-0.5779393164072086,-0.5779393164072086,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
-0.02847356325787264,1.0162579239535343,-0.05905190761506217,-1.0939662435229076,-0.5779393164072086,-0.5779393164072086,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
-0.5256170890369757,0.5868531673534467,0.21472751618022956,-1.0939662435229076,-0.4948580503440285,-0.4948580503440285,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.2240216974523761,-0.10019444320669364,1.219149615843641,1.4468585801432003,-0.3155624945962096,-0.3155624945962096,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1.4306163611164995,0.4150912647134116,0.33927585653849257,0.1764461683101463,1.8884028086161824,1.8884028086161824,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
-0.7881028537826745,0.4150912647134116,0.5867357012407524,0.1764461683101463,-1.0933041245676456,-1.0933041245676456,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
-0.5474282270817472,0.6727341186734642,0.26098673399250555,-1.0939662435229076,-0.5779393164072086,-0.5779393164072086,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
-0.4496541599844955,-0.4437182484867638,0.23146788450795308,1.4468585801432003,0.1493881436940922,0.1493881436940922,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
-0.4496541599844955,-0.18607539452671118,0.7169385660119353,0.1764461683101463,0.1493881436940922,0.1493881436940922,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.7537189735201413,0.7586150699934817,-0.1944814873863455,-1.0939662435229076,1.1437206581929324,1.1437206581929324,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2.5362154275238846,1.0162579239535343,-1.4035080888330445,1.4468585801432003,0.5183703228355063,0.5183703228355063,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0.30170194024746205,0.5009722160334291,-2.0160009651259423,0.1764461683101463,0.39824428603879486,0.39824428603879486,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.7512495515690951,0.5009722160334291,0.12172546991509887,-1.0939662435229076,-0.7196228001851481,-0.7196228001851481,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-1.0287774804836018,-0.10019444320669364,-0.41141806050438934,-1.0939662435229076,-0.11204317605632655,-0.11204317605632655,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2.5586282521354087,-0.27195634584672873,-0.7896945834831819,1.4468585801432003,3.3773699985972394,3.3773699985972394,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.6752866225166149,-0.27195634584672873,0.17752669767417728,1.4468585801432003,-0.6928178167677002,-0.6928178167677002,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1.6412066594798107,1.0162579239535343,-1.1989035870497569,-1.0939662435229076,2.1663804144267544,2.1663804144267544,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.7506478650023427,-0.8731230050868515,-0.6036904909529205,0.1764461683101463,-1.0933041245676456,-1.0933041245676456,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
-0.5248649808285353,0.4150912647134116,-0.26888312439845,-1.0939662435229076,-0.5779393164072086,-0.5779393164072086,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0.828929794364181,0.5868531673534467,0.17380661582357207,-1.0939662435229076,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
-1.1265515475808536,-0.9590039564068691,2.018967213723765,1.4468585801432003,-0.9906509658504559,-0.9906509658504559,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
-0.4646963241533035,-0.6154801511267989,-0.1944814873863455,0.1764461683101463,0.5183703228355063,0.5183703228355063,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
-0.25410602578999203,0.7586150699934817,0.0845246514090466,0.1764461683101463,-0.3155624945962096,-0.3155624945962096,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
-1.1417441333913496,0.15744841075335897,0.8169343661562039,0.1764461683101463,-1.5070936463599542,-1.5070936463599542,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0.6785081526761014,0.8444960213134993,-0.6222909002059467,-1.0939662435229076,0.5183703228355063,0.5183703228355063,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.7580185254450587,0.6727341186734642,0.010123014396942043,-1.0939662435229076,-1.0005787374865478,-1.0005787374865478,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
-1.2318466967625095,-0.4437182484867638,1.758561484181399,-1.0939662435229076,0.1493881436940922,0.1493881436940922,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0.9792010144105725,0.24332936207337652,-0.7203708581971535,1.4468585801432003,1.1437206581929324,1.1437206581929324,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
-0.7204131150230387,-0.7013611024468164,0.7169385660119353,0.1764461683101463,-0.7196228001851481,-0.7196228001851481,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
-1.1265515475808536,-0.4437182484867638,0.15892628842115114,-1.0939662435229076,-1.4870395476550486,-1.4870395476550486,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
